item_id	title	genres	director	producer	actors	release_date	duration	age_rating	imdb_rating	imdb_num_reviews	item_rating_count	popularity	description	genres_list	directors_list	producers_list	actors_list
1083	Albino Alligator (1996)	Crime and Thriller	Kevin Spacey	Christian Forte	Matt Dillon, Faye Dunaway, Gary Sinise, William Fichtner, Viggo Mortensen, John Spencer, Skeet Ulrich, Frankie Faison, Melinda McGraw, M. Emmet Walsh, Joe Mantegna, Doug Spinuzza, Spencer Garrett, Enrico Colantoni, Tulsy Ball, Travis Appel, Brad Koepenick, and Jock Worthen	1996	1h 34min	R	6.1	8K	6	average	While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.	['Crime', 'Thriller']	['Kevin Spacey']	['Christian Forte']	['Matt Dillon', 'Faye Dunaway', 'Gary Sinise', 'William Fichtner', 'Viggo Mortensen', 'John Spencer', 'Skeet Ulrich', 'Frankie Faison', 'Melinda McGraw', 'M. Emmet Walsh', 'Joe Mantegna', 'Doug Spinuzza', 'Spencer Garrett', 'Enrico Colantoni', 'Tulsy Ball', 'Travis Appel', 'Brad Koepenick', 'Jock Worthen']
594	Heavy (1995)	Drama and Romance	James Mangold	James Mangold	Pruitt Taylor Vince, Liv Tyler, Shelley Winters, Debbie Harry, Joe Grifasi, Evan Dando, David Patrick Kelly, Marian Quinn, Meg Hartig, Zandy Hartig, Peter Ortel, George Alvarez, Cordis Heard, J.C. MacKenzie, Allan DArcangelo, Vince Parenti, and Dennis Prager	1995	1h 45min	R	6.8	4.7K	5	unpopular	The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at his and his mother's road-side restaurant.	['Drama', 'Romance']	['James Mangold']	['James Mangold']	['Pruitt Taylor Vince', 'Liv Tyler', 'Shelley Winters', 'Debbie Harry', 'Joe Grifasi', 'Evan Dando', 'David Patrick Kelly', 'Marian Quinn', 'Meg Hartig', 'Zandy Hartig', 'Peter Ortel', 'George Alvarez', 'Cordis Heard', 'J.C. MacKenzie', 'Allan DArcangelo', 'Vince Parenti', 'Dennis Prager']
1273	Color of Night (1994)	Drama and Thriller	Richard Rush	Billy Ray and Matthew Chapman	Bruce Willis, Jane March, Rubén Blades, Lesley Ann Warren, Scott Bakula, Brad Dourif, Lance Henriksen, Kevin J. OConnor, Andrew Lowery, Eriq La Salle, Jeff Corey, Kathleen Wilhoite, Shirley Knight, John Bower, Avi Korein, Steven R. Barnett, Roberta Storm, and Erick Avari	1994	2h 1min	R	5.2	24K	15	average	A color-blind psychiatrist Bill Capa is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that Capa begins having intense sexual encounters with.	['Drama', 'Thriller']	['Richard Rush']	['Billy Ray', 'Matthew Chapman']	['Bruce Willis', 'Jane March', 'Rubén Blades', 'Lesley Ann Warren', 'Scott Bakula', 'Brad Dourif', 'Lance Henriksen', 'Kevin J. OConnor', 'Andrew Lowery', 'Eriq La Salle', 'Jeff Corey', 'Kathleen Wilhoite', 'Shirley Knight', 'John Bower', 'Avi Korein', 'Steven R. Barnett', 'Roberta Storm', 'Erick Avari']
1544	It Takes Two (1995)	Comedy	Andy Tennant	Deborah Dean Davis	Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett, Michelle Grisom, Desmond Robertson, Tiny Mills, Shanelle Henry, Anthony Aiello, LaTonya Borsay, Michèle Lonsdale Smith, Sean Orr, Elizabeth Walsh, Michael Vollans, Paul OSullivan, and Lawrence Dane	1995	1h 41min	PG	5.9	22K	3	unpopular	Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.	['Comedy']	['Andy Tennant']	['Deborah Dean Davis']	['Kirstie Alley', 'Steve Guttenberg', 'Mary-Kate Olsen', 'Ashley Olsen', 'Philip Bosco', 'Jane Sibbett', 'Michelle Grisom', 'Desmond Robertson', 'Tiny Mills', 'Shanelle Henry', 'Anthony Aiello', 'LaTonya Borsay', 'Michèle Lonsdale Smith', 'Sean Orr', 'Elizabeth Walsh', 'Michael Vollans', 'Paul OSullivan', 'Lawrence Dane']
106	Diabolique (1996)	Drama and Thriller	Jeremiah S. Chechik	Pierre Boileau, Thomas Narcejac, and Henri-Georges Clouzot	Sharon Stone, Isabelle Adjani, Chazz Palminteri, Kathy Bates, Spalding Gray, Shirley Knight, Allen Garfield, Adam Hann-Byrd, Donal Logue, Diana Bellamy, Clea Lewis, J.J. Abrams, ONeal Compton, Bingo OMalley, Stephen Liska, James Kisicki, Kevin Vinay, and Cory Pattak	1996	1h 47min	R	5.5	14K	71	average	The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.	['Drama', 'Thriller']	['Jeremiah S. Chechik']	['Pierre Boileau', 'Thomas Narcejac', 'Henri-Georges Clouzot']	['Sharon Stone', 'Isabelle Adjani', 'Chazz Palminteri', 'Kathy Bates', 'Spalding Gray', 'Shirley Knight', 'Allen Garfield', 'Adam Hann-Byrd', 'Donal Logue', 'Diana Bellamy', 'Clea Lewis', 'J.J. Abrams', 'ONeal Compton', 'Bingo OMalley', 'Stephen Liska', 'James Kisicki', 'Kevin Vinay', 'Cory Pattak']
686	Perfect World, A (1993)	Action and Drama	Clint Eastwood	John Lee Hancock	Kevin Costner, Clint Eastwood, Laura Dern, T.J. Lowther, Keith Szarabajka, Leo Burmester, Paul Hewitt, Bradley Whitford, Ray McKinnon, Jennifer Griffin, Leslie Flowers, Belinda Flowers, Darryl Cox, Jay Whiteaker, Taylor Suzanna McBride, Christopher Reagan Ammons, Mark Voges, and Vernon Grote	1993	2h 18min	PG-13	7.5	77K	50	average	"Kidnapped boy Phillip Perry (T.J. Lowther) strikes up a friendship with his captor Butch Haynes (Kevin Costner): an escaped convict on the run from the law, while the search is headed up by honorable Texas Ranger ""Red"" Garrett (Clint Eastwood)."	['Action', 'Drama']	['Clint Eastwood']	['John Lee Hancock']	['Kevin Costner', 'Clint Eastwood', 'Laura Dern', 'T.J. Lowther', 'Keith Szarabajka', 'Leo Burmester', 'Paul Hewitt', 'Bradley Whitford', 'Ray McKinnon', 'Jennifer Griffin', 'Leslie Flowers', 'Belinda Flowers', 'Darryl Cox', 'Jay Whiteaker', 'Taylor Suzanna McBride', 'Christopher Reagan Ammons', 'Mark Voges', 'Vernon Grote']
176	Aliens (1986)	Action, Sci-Fi, Thriller, and War	James Cameron	James Cameron, David Giler, and Walter Hill	Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser, Lance Henriksen, Bill Paxton, William Hope, Jenette Goldstein, Al Matthews, Mark Rolston, Ricco Ross, Colette Hiller, Daniel Kash, Cynthia Dale Scott, Tip Tipping, Trevor Steedman, Paul Maxwell, and Valerie Colgan	1986	2h 17min	R	8.3	680K	284	popular	Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.	['Action', 'Sci-Fi', 'Thriller', 'War']	['James Cameron']	['James Cameron', 'David Giler', 'Walter Hill']	['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn', 'Paul Reiser', 'Lance Henriksen', 'Bill Paxton', 'William Hope', 'Jenette Goldstein', 'Al Matthews', 'Mark Rolston', 'Ricco Ross', 'Colette Hiller', 'Daniel Kash', 'Cynthia Dale Scott', 'Tip Tipping', 'Trevor Steedman', 'Paul Maxwell', 'Valerie Colgan']
549	Rob Roy (1995)	Drama, Romance, and War	Michael Caton-Jones	Alan Sharp	Liam Neeson, Jessica Lange, John Hurt, Tim Roth, Eric Stoltz, Andrew Keir, Brian Cox, Brian McCardie, Gilbert Martin, Vicki Masson, Gilly Gilchrist, Jason Flemyng, Ewan Stewart, David Hayman, Brian McArthur, David Brooks Palmer, Myra McFadyen, and Karen Matheson	1995	2h 19min	R	6.9	42K	92	average	In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.	['Drama', 'Romance', 'War']	['Michael Caton-Jones']	['Alan Sharp']	['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz', 'Andrew Keir', 'Brian Cox', 'Brian McCardie', 'Gilbert Martin', 'Vicki Masson', 'Gilly Gilchrist', 'Jason Flemyng', 'Ewan Stewart', 'David Hayman', 'Brian McArthur', 'David Brooks Palmer', 'Myra McFadyen', 'Karen Matheson']
1251	A Chef in Love (1996)	Comedy	Nana Dzhordzhadze	Irakli Kvirikadze, André Grall, and Nana Dzhordzhadze	Pierre Richard, Nino Kirtadze, Micheline Presle, Jean-Yves Gautier, Temuri Qamkhadze, Ramaz Chkhikvadze, Kakhi Kavsadze, Guram Pirtskhalava, Khatuna Ioseliani, Marina Kakhiani, Nino Koberidze, Shota Kristesashvili, Goga Gvessiliani, Aleksandr Ilin, Gogola Kalandadze, Elguja Burduli, Soso Jachvliani, and Aleksander Kavtaradze	1996	1h 40min	PG-13	6.5	676	8	average	The story of Pascal Ichak, a larger-than-life French traveller, bon vivant, and chef, who falls in love with Georgia and a Georgian princess in the early 1920s. All is well until the arrival of the Red Army of the Caucasus, as the Soviet revolution that has swept Russian comes to Georgia. Told as a flashback from the present, as a French-Georgian man whose mother was Pascal's lover translates his memoirs for Pascal's niece.	['Comedy']	['Nana Dzhordzhadze']	['Irakli Kvirikadze', 'André Grall', 'Nana Dzhordzhadze']	['Pierre Richard', 'Nino Kirtadze', 'Micheline Presle', 'Jean-Yves Gautier', 'Temuri Qamkhadze', 'Ramaz Chkhikvadze', 'Kakhi Kavsadze', 'Guram Pirtskhalava', 'Khatuna Ioseliani', 'Marina Kakhiani', 'Nino Koberidze', 'Shota Kristesashvili', 'Goga Gvessiliani', 'Aleksandr Ilin', 'Gogola Kalandadze', 'Elguja Burduli', 'Soso Jachvliani', 'Aleksander Kavtaradze']
1645	Butcher Boy, The (1998)	Drama	Don DuPree	Roger Ebert and Gene Siskel	Roger Ebert and Gene Siskel	unknown	unknown	unknown	unknown	unknown	1	unpopular	"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."	['Drama']	['Don DuPree']	['Roger Ebert', 'Gene Siskel']	['Roger Ebert', 'Gene Siskel']
125	Phenomenon (1996)	Drama and Romance	Jon Turteltaub	Gerald Di Pego	John Travolta, Kyra Sedgwick, Forest Whitaker, Robert Duvall, Jeffrey DeMunn, Richard Kiley, David Gallagher, Ashley Buccille, Tony Genaro, Sean OBryan, Michael Milhoan, Troy Evans, Bruce A. Young, Vyto Ruginis, Brent Spiner, Elisabeth Nunziato, Ellen Geer, and James Keane	1996	2h 3min	PG	6.4	77K	244	popular	An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.	['Drama', 'Romance']	['Jon Turteltaub']	['Gerald Di Pego']	['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker', 'Robert Duvall', 'Jeffrey DeMunn', 'Richard Kiley', 'David Gallagher', 'Ashley Buccille', 'Tony Genaro', 'Sean OBryan', 'Michael Milhoan', 'Troy Evans', 'Bruce A. Young', 'Vyto Ruginis', 'Brent Spiner', 'Elisabeth Nunziato', 'Ellen Geer', 'James Keane']
1460	Sleepover (1995)	Comedy and Drama	John F. Sullivan	John F. Sullivan	Michael Albanese, Evi Allen, Shannon Barry, Cari Beuchamp, Jeffery Bubisco, James Capria, Heather Casey, Griff Conti, Saj Frieberg, Tobi Gardner, Karl Giant, Pete Lewnes, Warren Lieberstein, Taylor Martino, Wesley Martino, Jim McNally, Ken Miles, and Michael R. Morris	1995	1h 28min	Not Rated	5.4	58	1	unpopular	Critically acclaimed film from the heyday of American indies, Six teens steal the family car and go out for a night on the town. Jealousy, lust and power dynamics soon make it a night that they all will remember.	['Comedy', 'Drama']	['John F. Sullivan']	['John F. Sullivan']	['Michael Albanese', 'Evi Allen', 'Shannon Barry', 'Cari Beuchamp', 'Jeffery Bubisco', 'James Capria', 'Heather Casey', 'Griff Conti', 'Saj Frieberg', 'Tobi Gardner', 'Karl Giant', 'Pete Lewnes', 'Warren Lieberstein', 'Taylor Martino', 'Wesley Martino', 'Jim McNally', 'Ken Miles', 'Michael R. Morris']
1335	American Buffalo (1996)	Drama	Michael Corrente	David Mamet	Dustin Hoffman, Dennis Franz, and Sean Nelson	1996	1h 28min	R	5.8	3.7K	11	average	Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.	['Drama']	['Michael Corrente']	['David Mamet']	['Dustin Hoffman', 'Dennis Franz', 'Sean Nelson']
1436	Mr. Jones (1993)	Drama and Romance	Mike Figgis	Eric Roth and Michael Cristofer	Richard Gere, Lena Olin, Anne Bancroft, Tom Irwin, Delroy Lindo, Bruce Altman, Lauren Tom, Lisa Malkiewicz, Thomas Kopache, Peter Jurasik, León Singer, Anna Maria Horsford, Edward Padilla, Baha Jackson, Epatha Harris, Anne Lange, Kelli Williams, and Mark Lowenthal	1993	1h 54min	R	5.8	7.1K	2	unpopular	After being arrested during a manic episode, a man who suffers from bipolar disorder is treated by a psychiatrist who begins to develop romantic feelings towards him.	['Drama', 'Romance']	['Mike Figgis']	['Eric Roth', 'Michael Cristofer']	['Richard Gere', 'Lena Olin', 'Anne Bancroft', 'Tom Irwin', 'Delroy Lindo', 'Bruce Altman', 'Lauren Tom', 'Lisa Malkiewicz', 'Thomas Kopache', 'Peter Jurasik', 'León Singer', 'Anna Maria Horsford', 'Edward Padilla', 'Baha Jackson', 'Epatha Harris', 'Anne Lange', 'Kelli Williams', 'Mark Lowenthal']
1386	Tetsuo II: Body Hammer (1992)	Sci-Fi	Shinya Tsukamoto	Shinya Tsukamoto	Tomorô Taguchi, Shinya Tsukamoto, Nobu Kanaoka, Sujin Kim, Hideaki Tezuka, Tomoo Asada, Iwata, Keinosuke Tomioka, Torauemon Utazawa, and Min Tanaka	1992	1h 23min	R	6.4	4.3K	6	average	When metal-worshipping fanatics abduct his son, a father unleashes his dormant destructive power, as his naked rage transforms the once-feeble flesh into a grisly symbiosis of metal and tissue. Who dares to defy the ultimate body-hammer?	['Sci-Fi']	['Shinya Tsukamoto']	['Shinya Tsukamoto']	['Tomorô Taguchi', 'Shinya Tsukamoto', 'Nobu Kanaoka', 'Sujin Kim', 'Hideaki Tezuka', 'Tomoo Asada', 'Iwata', 'Keinosuke Tomioka', 'Torauemon Utazawa', 'Min Tanaka']
164	Abyss, The (1989)	Action, Adventure, Sci-Fi, and Thriller	James Cameron	James Cameron	Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester, Todd Graff, John Bedford Lloyd, J.C. Quinn, Kimberly Scott, Captain Kidd Brewer Jr., George Robert Klek, Christopher Murphy, Adam Nelson, Dick Warlock, Jimmie Ray Weeks, J. Kenneth Campbell, Ken Jenkins, Chris Elliott, and Peter Ratray	1989	2h 20min	PG-13	7.5	171K	151	average	A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.	['Action', 'Adventure', 'Sci-Fi', 'Thriller']	['James Cameron']	['James Cameron']	['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester', 'Todd Graff', 'John Bedford Lloyd', 'J.C. Quinn', 'Kimberly Scott', 'Captain Kidd Brewer Jr.', 'George Robert Klek', 'Christopher Murphy', 'Adam Nelson', 'Dick Warlock', 'Jimmie Ray Weeks', 'J. Kenneth Campbell', 'Ken Jenkins', 'Chris Elliott', 'Peter Ratray']
488	Sunset Blvd. (1950)	Film-Noir	Billy Wilder	Charles Brackett, Billy Wilder, and D.M. Marshman Jr.	William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark, Lloyd Gough, Jack Webb, Franklyn Farnum, Larry J. Blake, Charles Dayton, Cecil B. DeMille, Hedda Hopper, Buster Keaton, Anna Q. Nilsson, H.B. Warner, Ray Evans, Jay Livingston, and Fred Aldrich	1950	1h 50min	Passed	8.4	212K	65	average	A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.	['Film-Noir']	['Billy Wilder']	['Charles Brackett', 'Billy Wilder', 'D.M. Marshman Jr.']	['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark', 'Lloyd Gough', 'Jack Webb', 'Franklyn Farnum', 'Larry J. Blake', 'Charles Dayton', 'Cecil B. DeMille', 'Hedda Hopper', 'Buster Keaton', 'Anna Q. Nilsson', 'H.B. Warner', 'Ray Evans', 'Jay Livingston', 'Fred Aldrich']
816	Candyman: Farewell to the Flesh (1995)	Horror	Bill Condon	Rand Ravich, Mark Kruger, and Clive Barker	Tony Todd, Kelly Rowan, Caroline Barclay, Michael Bergeron, Brianna Blanchard, Clotiel Bordeltier, Russell Buchanan, Nate Bynum, Sandy Byrd, Eric Cadora, Timothy Carhart, Veronica Cartwright, Carl Ciarfalio, Matt Clark, Michael Culkin, Stephen P. Dunn, Daniel Dupont, and David Gianopoulos	1995	1h 35min	R	5.3	12K	21	average	The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.	['Horror']	['Bill Condon']	['Rand Ravich', 'Mark Kruger', 'Clive Barker']	['Tony Todd', 'Kelly Rowan', 'Caroline Barclay', 'Michael Bergeron', 'Brianna Blanchard', 'Clotiel Bordeltier', 'Russell Buchanan', 'Nate Bynum', 'Sandy Byrd', 'Eric Cadora', 'Timothy Carhart', 'Veronica Cartwright', 'Carl Ciarfalio', 'Matt Clark', 'Michael Culkin', 'Stephen P. Dunn', 'Daniel Dupont', 'David Gianopoulos']
744	Michael Collins (1996)	Drama and War	Neil Jordan	Neil Jordan	Liam Neeson, Aidan Quinn, Julia Roberts, Ian Hart, Richard Ingram, John Kenny, Ronan McCairbre, Jer OLeary, Mike Dwyer, Martin Murphy, Alan Rickman, Sean McGinley, Gary Whelan, Frank OSullivan, Stephen Rea, Frank Laverty, Owen ONeill, and Stuart Graham	1996	2h 13min	R	7.2	31K	92	average	Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.	['Drama', 'War']	['Neil Jordan']	['Neil Jordan']	['Liam Neeson', 'Aidan Quinn', 'Julia Roberts', 'Ian Hart', 'Richard Ingram', 'John Kenny', 'Ronan McCairbre', 'Jer OLeary', 'Mike Dwyer', 'Martin Murphy', 'Alan Rickman', 'Sean McGinley', 'Gary Whelan', 'Frank OSullivan', 'Stephen Rea', 'Frank Laverty', 'Owen ONeill', 'Stuart Graham']
1484	Jerky Boys, The (1994)	Action and Comedy	Don DuPree	Jim Carrey, Danny DeVito, and Roger Ebert	Jim Carrey, Danny DeVito, Roger Ebert, Hugh Grant, Tom Hanks, Samuel L. Jackson, Angela Lansbury, Sophia Loren, Arnold Schwarzenegger, Gene Siskel, Sharon Stone, John Travolta, and Robert Zemeckis	unknown	unknown	unknown	unknown	unknown	3	unpopular	In addition to reviewing four new movies, Siskel and Ebert interview various actors on what they think can improve Hollywood movies.	['Action', 'Comedy']	['Don DuPree']	['Jim Carrey', 'Danny DeVito', 'Roger Ebert']	['Jim Carrey', 'Danny DeVito', 'Roger Ebert', 'Hugh Grant', 'Tom Hanks', 'Samuel L. Jackson', 'Angela Lansbury', 'Sophia Loren', 'Arnold Schwarzenegger', 'Gene Siskel', 'Sharon Stone', 'John Travolta', 'Robert Zemeckis']
414	My Favorite Year (1982)	Comedy	Richard Benjamin	Norman Steinberg and Dennis Palumbo	Peter OToole, Mark Linn-Baker, Jessica Harper, Joseph Bologna, Bill Macy, Lainie Kazan, Anne De Salvo, Basil Hoffman, Lou Jacobi, Adolph Green, Tony DiBenedetto, George Wyner, Selma Diamond, Cameron Mitchell, Jenny Neumann, Corinne Bohrer, George Marshall Ruge, and Amanda Horan Kennedy	1982	1h 32min	PG	7.4	9.3K	62	average	An aging, dissolute matinee idol is slated to appear on a live TV variety show in 1954, and a young comedy writer is tasked with the thankless job of keeping him ready and sober for the broadcast.	['Comedy']	['Richard Benjamin']	['Norman Steinberg', 'Dennis Palumbo']	['Peter OToole', 'Mark Linn-Baker', 'Jessica Harper', 'Joseph Bologna', 'Bill Macy', 'Lainie Kazan', 'Anne De Salvo', 'Basil Hoffman', 'Lou Jacobi', 'Adolph Green', 'Tony DiBenedetto', 'George Wyner', 'Selma Diamond', 'Cameron Mitchell', 'Jenny Neumann', 'Corinne Bohrer', 'George Marshall Ruge', 'Amanda Horan Kennedy']
327	Cop Land (1997)	Crime, Drama, and Mystery	James Mangold	James Mangold	Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Peter Berg, Janeane Garofalo, Robert Patrick, Michael Rapaport, Annabella Sciorra, Noah Emmerich, Cathy Moriarty, John Spencer, Frank Vincent, Malik Yoba, Arthur J. Nascarella, Edie Falco, Victor Williams, and Paul Calderon	1997	1h 45min	R	6.9	90K	175	popular	The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.	['Crime', 'Drama', 'Mystery']	['James Mangold']	['James Mangold']	['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Peter Berg', 'Janeane Garofalo', 'Robert Patrick', 'Michael Rapaport', 'Annabella Sciorra', 'Noah Emmerich', 'Cathy Moriarty', 'John Spencer', 'Frank Vincent', 'Malik Yoba', 'Arthur J. Nascarella', 'Edie Falco', 'Victor Williams', 'Paul Calderon']
1103	Trust (1990)	Comedy and Drama	Hal Hartley	Hal Hartley	Adrienne Shelly, Martin Donovan, Rebecca Nelson, John MacKay, Edie Falco, Gary Sauer, Matt Malloy, Suzanne Costollos, Jeff Howard, Karen Sillas, Tom Thon, Hannah Sullivan, Marko Hunt, Kathryn Mederos, Bill Sage, Julie Kessler, Robby Anderson, and Chris Cooke	1990	1h 47min	R	7.4	11K	19	average	After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman.	['Comedy', 'Drama']	['Hal Hartley']	['Hal Hartley']	['Adrienne Shelly', 'Martin Donovan', 'Rebecca Nelson', 'John MacKay', 'Edie Falco', 'Gary Sauer', 'Matt Malloy', 'Suzanne Costollos', 'Jeff Howard', 'Karen Sillas', 'Tom Thon', 'Hannah Sullivan', 'Marko Hunt', 'Kathryn Mederos', 'Bill Sage', 'Julie Kessler', 'Robby Anderson', 'Chris Cooke']
821	Mrs. Winterbourne (1996)	Comedy and Romance	Richard Benjamin	Cornell Woolrich, Phoef Sutton, and Lisa-Maria Radano	Shirley MacLaine, Ricki Lake, Brendan Fraser, Miguel Sandoval, Loren Dean, Peter Gerety, Jane Krakowski, Debra Monk, Cathryn de Prume, Kate Hennig, Susan Haskell, Justin Van Lieshout, Alec Thomlison, Jennifer Irwin, Victor A. Young, Tony Munch, Nesbitt Blaisdell, and David Lipman	1996	1h 45min	PG-13	6.2	7.4K	22	average	Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.	['Comedy', 'Romance']	['Richard Benjamin']	['Cornell Woolrich', 'Phoef Sutton', 'Lisa-Maria Radano']	['Shirley MacLaine', 'Ricki Lake', 'Brendan Fraser', 'Miguel Sandoval', 'Loren Dean', 'Peter Gerety', 'Jane Krakowski', 'Debra Monk', 'Cathryn de Prume', 'Kate Hennig', 'Susan Haskell', 'Justin Van Lieshout', 'Alec Thomlison', 'Jennifer Irwin', 'Victor A. Young', 'Tony Munch', 'Nesbitt Blaisdell', 'David Lipman']
983	Rich Man's Wife, The (1996)	Thriller	Amy Holden Jones	Amy Holden Jones	Halle Berry, Christopher McDonald, Peter Greene, Clive Owen, Frankie Faison, Charles Hallahan, Allan Rich, Clea Lewis, Loyda Ramos, William Crossett, Eddie Francis, Lou DiMaggio, Alexandra Hedison, John Paragon, Marc Shelton, Kelly Jo Minter, Marc Lynn, and Zoaunne LeRoy	1996	1h 35min	R	5.2	3.2K	15	average	A rich man's wife goes on a trip to a cabin with her husband. He's preoccupied with business and leaves early. A man she meets offers to kill her husband. He's crazy and she leaves. He later tracks down the couple.	['Thriller']	['Amy Holden Jones']	['Amy Holden Jones']	['Halle Berry', 'Christopher McDonald', 'Peter Greene', 'Clive Owen', 'Frankie Faison', 'Charles Hallahan', 'Allan Rich', 'Clea Lewis', 'Loyda Ramos', 'William Crossett', 'Eddie Francis', 'Lou DiMaggio', 'Alexandra Hedison', 'John Paragon', 'Marc Shelton', 'Kelly Jo Minter', 'Marc Lynn', 'Zoaunne LeRoy']
1290	Country Life (1994)	Drama and Romance	Michael Blakemore	Michael Blakemore and Anton Chekhov	Sam Neill, Greta Scacchi, John Hargreaves, Kerry Fox, Michael Blakemore, Googie Withers, Patricia Kennedy, Ron Blanchard, Robyn Cruze, Maurie Fields, Bryan Marshall, Tony Barry, Terry Brady, Tom Long, Rob Steele, Ian Bliss, Colin Taylor, and Ian Cockburn	1994	1h 58min	PG-13	6.7	744	2	unpopular	"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920's. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey."	['Drama', 'Romance']	['Michael Blakemore']	['Michael Blakemore', 'Anton Chekhov']	['Sam Neill', 'Greta Scacchi', 'John Hargreaves', 'Kerry Fox', 'Michael Blakemore', 'Googie Withers', 'Patricia Kennedy', 'Ron Blanchard', 'Robyn Cruze', 'Maurie Fields', 'Bryan Marshall', 'Tony Barry', 'Terry Brady', 'Tom Long', 'Rob Steele', 'Ian Bliss', 'Colin Taylor', 'Ian Cockburn']
1603	Angela (1995)	Drama	Rebecca Miller	Rebecca Miller	Miranda Rhyne, Charlotte Eve Blythe, Anna Thomson, John Ventimiglia, Ruth Maleczech, Vincent Gallo, Garrett Bemer, Peter Facinelli, Hynden Walch, Henry Stram, Caitlin Hall, Frances Conroy, Gerard Lyons III, Rodger L. Phillips, Io Tillett Wright, Wil McKnight, Carl Nick Reighn, and Jack OConnell	1995	1h 39min	Not Rated	6.4	876	1	unpopular	Rebecca Miller's riveting drama examines how two sisters cope with their mother's mental illness.	['Drama']	['Rebecca Miller']	['Rebecca Miller']	['Miranda Rhyne', 'Charlotte Eve Blythe', 'Anna Thomson', 'John Ventimiglia', 'Ruth Maleczech', 'Vincent Gallo', 'Garrett Bemer', 'Peter Facinelli', 'Hynden Walch', 'Henry Stram', 'Caitlin Hall', 'Frances Conroy', 'Gerard Lyons III', 'Rodger L. Phillips', 'Io Tillett Wright', 'Wil McKnight', 'Carl Nick Reighn', 'Jack OConnell']
